paper_name,query,max_iterations,total_iterations_executed,iteration_number,questions_total,questions_correct,incorrect_questions,accuracy,acu_questions_total,acu_questions_correct,acu_accuracy,judgment,status,source_file
distillation-of-SOTA-embedding-models--The-progressive-constraint-strategy-in-k--3f195d01,The progressive constraint strategy in knowledge distillation.,10,4,1,8,4,4,0.5000,3,3,1.0000,false,completed,distillation-of-SOTA-embedding-models--The-progressive-constraint-strategy-in-k--3f195d01.json
distillation-of-SOTA-embedding-models--The-progressive-constraint-strategy-in-k--3f195d01,The progressive constraint strategy in knowledge distillation.,10,4,2,8,4,4,0.5000,3,3,1.0000,false,completed,distillation-of-SOTA-embedding-models--The-progressive-constraint-strategy-in-k--3f195d01.json
distillation-of-SOTA-embedding-models--The-progressive-constraint-strategy-in-k--3f195d01,The progressive constraint strategy in knowledge distillation.,10,4,3,8,4,4,0.5000,3,3,1.0000,false,completed,distillation-of-SOTA-embedding-models--The-progressive-constraint-strategy-in-k--3f195d01.json
distillation-of-SOTA-embedding-models--The-progressive-constraint-strategy-in-k--3f195d01,The progressive constraint strategy in knowledge distillation.,10,4,4,8,8,0,1.0000,3,3,1.0000,true,completed,distillation-of-SOTA-embedding-models--The-progressive-constraint-strategy-in-k--3f195d01.json
Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa,"The divergent behaviors of different model families (Qwen, Llama, OLMo) under identical RLVR training, highlighting a fundamental lack of technique generalization.",10,10,1,8,4,4,0.5000,3,0,0.0000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa.json
Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa,"The divergent behaviors of different model families (Qwen, Llama, OLMo) under identical RLVR training, highlighting a fundamental lack of technique generalization.",10,10,2,8,4,4,0.5000,3,0,0.0000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa.json
Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa,"The divergent behaviors of different model families (Qwen, Llama, OLMo) under identical RLVR training, highlighting a fundamental lack of technique generalization.",10,10,3,8,3,5,0.3750,3,0,0.0000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa.json
Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa,"The divergent behaviors of different model families (Qwen, Llama, OLMo) under identical RLVR training, highlighting a fundamental lack of technique generalization.",10,10,4,8,4,4,0.5000,3,0,0.0000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa.json
Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa,"The divergent behaviors of different model families (Qwen, Llama, OLMo) under identical RLVR training, highlighting a fundamental lack of technique generalization.",10,10,5,8,4,4,0.5000,3,0,0.0000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa.json
Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa,"The divergent behaviors of different model families (Qwen, Llama, OLMo) under identical RLVR training, highlighting a fundamental lack of technique generalization.",10,10,6,8,5,3,0.6250,3,0,0.0000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa.json
Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa,"The divergent behaviors of different model families (Qwen, Llama, OLMo) under identical RLVR training, highlighting a fundamental lack of technique generalization.",10,10,7,8,4,4,0.5000,3,0,0.0000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa.json
Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa,"The divergent behaviors of different model families (Qwen, Llama, OLMo) under identical RLVR training, highlighting a fundamental lack of technique generalization.",10,10,8,8,4,4,0.5000,3,0,0.0000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa.json
Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa,"The divergent behaviors of different model families (Qwen, Llama, OLMo) under identical RLVR training, highlighting a fundamental lack of technique generalization.",10,10,9,8,3,5,0.3750,3,0,0.0000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa.json
Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa,"The divergent behaviors of different model families (Qwen, Llama, OLMo) under identical RLVR training, highlighting a fundamental lack of technique generalization.",10,10,10,8,4,4,0.5000,3,0,0.0000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-divergent-behaviors-of-different-mod--ff2feefa.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,1,9,4,5,0.4444,4,1,0.2500,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,2,9,3,6,0.3333,4,1,0.2500,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,3,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,4,9,3,6,0.3333,4,1,0.2500,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,5,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,6,9,4,5,0.4444,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,7,9,6,3,0.6667,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,8,9,6,3,0.6667,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,9,9,6,3,0.6667,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,10,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,1,6,3,3,0.5000,1,0,0.0000,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,2,6,3,3,0.5000,1,0,0.0000,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,3,6,3,3,0.5000,1,0,0.0000,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,4,6,3,3,0.5000,1,0,0.0000,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,5,6,3,3,0.5000,1,0,0.0000,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,6,6,3,3,0.5000,1,0,0.0000,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,7,6,3,3,0.5000,1,0,0.0000,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,8,6,4,2,0.6667,1,0,0.0000,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,9,6,3,3,0.5000,1,0,0.0000,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,10,6,3,3,0.5000,1,0,0.0000,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,1,7,5,2,0.7143,2,0,0.0000,false,max_iterations_reached,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,2,7,5,2,0.7143,2,0,0.0000,false,max_iterations_reached,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,3,7,5,2,0.7143,2,0,0.0000,false,max_iterations_reached,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,4,7,3,4,0.4286,2,0,0.0000,false,max_iterations_reached,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,5,7,5,2,0.7143,2,0,0.0000,false,max_iterations_reached,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,6,7,5,2,0.7143,2,0,0.0000,false,max_iterations_reached,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,7,7,4,3,0.5714,2,0,0.0000,false,max_iterations_reached,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,8,7,5,2,0.7143,2,0,0.0000,false,max_iterations_reached,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,9,7,4,3,0.5714,2,0,0.0000,false,max_iterations_reached,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,10,7,5,2,0.7143,2,0,0.0000,false,max_iterations_reached,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",10,10,1,10,7,3,0.7000,5,3,0.6000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
